Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4BGZF4oLbTL0pWm7C18pbv,"1Xyo4u8uXC1ZmMpatF05PJ","Scared To Live","After Hours","The Weeknd",2020-03-20,191306,67,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-13T11:56:16Z,"canadian contemporary r&b,canadian pop,pop",0.504,0.498,0,-8.24,1,0.0499,0.131,0,0.0929,0.196,87.221,4
63pQm5g0IXLckrv9X3KEyX,"4IJczjB0fJ04gs4uvP0Fli,4bYPcJP5jwMhSivRcqie2n","Stereo Hearts (feat. Adam Levine)","The Papercut Chronicles II (Deluxe Edition)","Gym Class Heroes,애덤 리바인",2011-11-15,210960,63,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-09T15:44:33Z,"dance pop,pop rap,deep talent show",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
0HhFajoacrDRu6CBTYNzXT,"1QnRUWFUidcuDl11o6mrgT","Remember","The Way We Dream, The Way We Do","Brian Shades",2022-09-12,264251,38,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-10-28T11:28:21Z,"",0.569,0.497,6,-7.457,0,0.0281,0.492,0.0000181,0.0998,0.387,132.02,4
6lV2MSQmRIkycDScNtrBXO,"5ndkK3dpZLKtBklKjxNQwT,6Rx1JKzBrSzoKQtmbVmBnM","Airplanes (feat. Hayley Williams of Paramore)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B,Hayley Williams",2010-04-27,180480,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-02T16:07:18Z,"atl hip hop,dance pop,pop rap,rap,southern hip hop,art pop",0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,4
2n3qidzvO42pCcYS2yc1ZS,"0a3zDmrvmZcORfPeONPvfL","Can't Buy Me Loving / La La La","Can't Buy Me Loving / La La La","Rauf & Faik",2021-04-08,205903,62,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-28T22:18:25Z,"russian pop",0.635,0.765,10,-5.547,0,0.0332,0.318,0.0000295,0.115,0.455,154.009,4
66pWxtaxTV8CxcGOvivZeT,"4WC54JUV6ewZOuz8Cl2Cym","Luminary","Luminary","Joel Sunny",2023-09-01,189000,72,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-08T20:55:04Z,"pop violin",0.401,0.592,6,-8.897,0,0.0383,0.238,0.0453,0.195,0.379,134.968,4
3cC8zx1NfmYSbzyYD1UtjK,"1QnRUWFUidcuDl11o6mrgT","I Could Be The One","The Way We Dream, The Way We Do","Brian Shades",2022-09-12,211366,38,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-10-28T11:28:34Z,"",0.338,0.58,5,-5.627,1,0.03,0.363,0.0025,0.364,0.328,147.764,4
3weNRklVDqb4Rr5MhKBR3D,"2uFUBdaVGtyMqckSeCl0Qj","Nuvole Bianche","Una Mattina","Ludovico Einaudi",2004-01-01,357706,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-24T19:26:42Z,"compositional ambient,neo-classical",0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1
50rGbTr2wrWnlIelPQxi87,"66CXWjxzNUsdJxJ2JdwvnR","One Last Time","My Everything (Deluxe)","Ariana Grande",2015-04-13,197266,61,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-21T08:39:47Z,"pop",0.627,0.594,8,-5.036,1,0.0323,0.0921,0.00000152,0.096,0.106,125.023,4
5yVIlYEHZxQVLyInCdldoS,"4IWBUUAFIplrNtaOHcJPRM","Impossible","James Arthur (Deluxe)","James Arthur",2013-11-04,209440,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-30T19:30:30Z,"pop,talent show,uk pop",0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,4
2xsAm4w9P3kSF1DophKAiF,"4EzkuveR9pLvDVFNx6foYD","Let It Go","Chaos And The Calm (Deluxe Edition)","James Bay",2014-12-15,260532,53,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-24T00:30:47Z,"neo mellow,pop,uk pop",0.536,0.311,1,-10.396,1,0.0288,0.82,0.0000165,0.107,0.246,147.486,4
52okn5MNA47tk87PeZJLEL,"6fOMl44jA4Sp5b9PpYCkzz","Let You Down","Perception","NF",2017-10-06,212120,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:08:58Z,"hip hop,pop rap",0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,4
5k38wzpLb15YgncyWdTZE4,"02kJSzxNuaWGqwubyUba0Z,26VFTg2z8YR0cCuwLzESi2","Him & I (with Halsey)","The Beautiful & Damned","G-Eazy,Halsey",2017-12-15,268866,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-09-04T13:55:30Z,"indie pop rap,oakland hip hop,pop rap,rap,electropop,etherpop,indie poptimism,pop",0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,4
1UigUkLa6PNiHZPuh16Q22,"6QrQ7OrISRYIfS5mtacaw2","Infinity - Piano Version","Infinity (Piano Version)","Jaymes Young",2021-10-29,235653,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-20T15:30:35Z,"indie poptimism",0.642,0.232,2,-13.378,0,0.0388,0.912,0.0000791,0.108,0.111,113.884,4
45bE4HXI0AwGZXfZtMp8JR,"45dkTj5sMRSjrmBSBeiHym","you broke me first","you broke me first","Tate McRae",2020-04-17,169265,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-10T00:04:18Z,"alt z,pop",0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4
6y6jbcPG4Yn3Du4moXaenr,"2cFrymmkijnjDg9SS92EPM","idfc","deadroses","blackbear",2015-02-14,245172,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-04T15:49:04Z,"pop",0.63,0.5,1,-8.755,0,0.0611,0.611,0.0000404,0.114,0.315,144.871,4
50Td3qilgs8BLtv8mHyT1t,"03d2mJXSMtuPI0nIvLnhoS","Control","Control","Zoe Wees",2020-03-13,230880,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-04T15:49:04Z,"german pop",0.599,0.465,4,-4.95,1,0.0314,0.643,0.00000157,0.149,0.0678,113.82,4
2aI21FnmY7TJVKeMaoQZ0t,"2jw70GZXlAI8QzWeY2bgRc","Say It Right","Loose","Nelly Furtado",2006-01-01,223080,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-12T13:40:28Z,"canadian latin,canadian pop,dance pop,pop",0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4
4cktbXiXOapiLBMprHFErI,"04gDigrS5kc9YWfZHwBETP","Memories","JORDI (Deluxe)","Maroon 5",2021-06-11,189486,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-09-18T10:50:32Z,"pop",0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,4
3U3J5v3rkx89WnFEQvAJD5,"3KedxarmBCyFBevnqQHy3P","FIGURES","Kiddo","Jessie Reyez",2017-04-21,240906,66,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-09T15:42:34Z,"canadian contemporary r&b,canadian pop",0.6,0.139,7,-8.975,1,0.0464,0.811,0.0000095,0.0918,0.256,171.041,3
79wvYwZgtfcnCwBI8XIep8,"25tMQOrIU4LlUo6Sv8v5SE","Always","Only Ticket Home","Gavin James",2018-10-26,247842,61,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-04T15:48:23Z,"irish pop",0.567,0.466,4,-6.543,1,0.0298,0.0501,0,0.0969,0.184,123.284,4
0UdZzUSOLhqIFCU7wHWkgp,"6dO0RkhFhjMwLtLQqNgL8r","Hadal Ahbek","Hadal Ahbek","Issam Alnajjar",2021-02-12,209684,60,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-21T08:39:36Z,"indonesian viral pop",0.827,0.485,1,-10.384,0,0.0352,0.172,0,0.0798,0.384,94.997,4
6O20JhBJPePEkBdrB5sqRx,"5pKCCKE2ajJHZ9KAiaK11H","Diamonds","Unapologetic (Deluxe)","Rihanna",2012-12-11,225146,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-03T16:10:36Z,"barbadian pop,pop,urban contemporary",0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,4
0Qh38w01QRXK6KHIv0e3hb,"1KCSPY1glIKqW2TotWuXOR","What About Us","Beautiful Trauma","P!nk",2017-10-13,269600,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:37:42Z,"dance pop,pop",0.491,0.588,1,-6.177,1,0.0506,0.0281,0.00000201,0.0906,0.193,113.608,4
2qPSa6HXjzwa9sLhNGpA1T,"15K8w0bfYieOr55vhSMgJN","Home","Home","Edith Whiskers",2020-10-16,195358,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-30T23:11:41Z,"",0.725,0.199,2,-12.478,1,0.0357,0.982,0.00395,0.1,0.264,120.031,4
47Slg6LuqLaX0VodpSCvPt,"0du5cEVh5yTK9QJze8zA0C","Just the Way You Are","Doo-Wops & Hooligans","Bruno Mars",2010-10-05,220734,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-31T10:26:59Z,"dance pop,pop",0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
7vBvQ7EIM5qvdAcuXej8M8,"7fnNYt14ByFE9TlSENqiMX","7 years","7 years","Jordan Toohey",2023-10-13,152251,28,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T10:06:06Z,"",0.61,0.389,1,-8.24,1,0.0327,0.927,0.0000715,0.106,0.321,119.955,4
4IhTXiZLKATmwhMZIb1GQN,"1AgxgADPuRIW1wyaA4OKcB","Lights Are On","Z-Sides","Tom Rosenthal",2018-10-26,193749,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-08T20:32:14Z,"british singer-songwriter",0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4
6Vc5wAMmXdKIAM7WUoEb7N,"5xKp3UyavIBUsGy3DQdXeF,1l7ZsJRRS8wlW3WfJfPfNS","Say Something","Is There Anybody Out There?","A Great Big World,Christina Aguilera",2014-01-20,229400,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:37:46Z,"neo mellow,piano rock,pop rock,viral pop,dance pop,pop",0.407,0.147,2,-8.822,1,0.0355,0.857,0.00000289,0.0913,0.0765,141.284,3
4UzVcXufOhGUwF56HT7b8M,"5nGIFgo0shDenQYSE0Sn7c","My Immortal","Fallen","Evanescence",2003-03-04,262533,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-21T08:39:17Z,"alternative metal",0.19,0.265,9,-9.206,1,0.0356,0.863,0,0.134,0.101,79.012,4
6c46KHqzWhFzCDwbqUU6A5,"3FUA9oKRFd7UivBRBBUar0","sincerely, your son","broken heart blvd.","Officialdjaaron",2023-02-03,158693,45,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T09:36:39Z,"",0.885,0.434,9,-11.3,1,0.431,0.427,0,0.0801,0.381,132.04,4
4S3xgfSwLt13iN7t6cUJTy,"4qWnlmXWuGv2TtuxtIWlJX","Someone To You - Stripped","Someone To You","BANNERS",2020-10-23,220500,40,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-31T06:13:59Z,"indie poptimism",0.69,0.243,2,-7.648,1,0.0464,0.779,0,0.198,0.586,145.649,4
25yywtdR33J3kfadOZx8Ts,"32KwqpixmZraBPWqIcrlDz","Sorrow","Sorrow","Troli Bear",2023-03-15,151000,27,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-04T11:51:16Z,"",0.535,0.178,8,-16.887,1,0.194,0.864,0,0.117,0.612,140.212,4
6xk2QyewJxaaSTTRaeAt9z,"2QbmFpK112XWDmRDZHgVq0","She","She","Miist",2023-10-27,302328,30,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T13:55:41Z,"",0.558,0.249,7,-13.474,1,0.0286,0.876,0.0000126,0.0906,0.203,140.042,4
6moU77g9RQyMzHNuKEaQKq,"4rTv3Ejc7hKMtmoBOK1B4T","It's You","It's You","Ali Gatie",2019-06-14,212606,1,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-14T19:34:34Z,"canadian hip hop",0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,4
2RttW7RAu5nOAfq6YFvApB,"6eUKZXaKkcviH0Ku9w2n3V","Happier","÷ (Deluxe)","Ed Sheeran",2017-03-03,207520,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-26T22:33:21Z,"pop,singer-songwriter pop,uk pop",0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,4
1almCHdsfikRPfVB9VrEdT,"58MLl9nC29IXbE4nEtuoP2","Little Do You Know","It's About Us","Alex & Sierra",2014-10-06,185200,76,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-01T13:50:23Z,"pop,post-teen pop",0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,4
3DamFFqW32WihKkTVlwTYQ,"07QEuhtrNmmZ0zEcqE9SF6","Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-29T15:45:07Z,"indietronica,pop",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
0vg4WnUWvze6pBOJDTq99k,"7KMqksf0UMdyA0UCf4R3ux","You're Beautiful","Back to Bedlam","James Blunt",2005-08-08,209493,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2021-12-22T17:57:20Z,"neo mellow",0.675,0.479,0,-9.87,0,0.0278,0.633,0.0000176,0.088,0.454,81.998,4
7vRriwrloYVaoAe3a9wJHe,"3iri9nBFs9e4wN7PLIetAw,1QRj3hoop9Mv5VvHQkwPEp","i hate u, i love u (feat. olivia o'brien)","us","gnash,Olivia O'Brien",2016-03-25,251033,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:09:20Z,"alt z,pop",0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,4
7xDG0n0W0AV7oryFZes8rF,"0a3zDmrvmZcORfPeONPvfL","я люблю тебя давно","я люблю тебя давно","Rauf & Faik",2019-11-26,214430,64,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-28T22:17:27Z,"russian pop",0.693,0.397,3,-8.726,0,0.0307,0.857,0.000235,0.133,0.379,103.991,4
5rFj8OzffT0iggSjcBaeND,"2wY79sveU1sp5g7SokKOiI","Fire On Fire - From Watership Down","Fire On Fire (From Watership Down)","Sam Smith",2018-12-21,246735,67,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-31T10:26:47Z,"pop,uk pop",0.584,0.407,1,-7.356,0,0.046,0.476,0,0.18,0.341,115.124,4
2LTl1pU074hnzAdy0SpHAb,"4gzpq5DPGxSnKTe4SA8HAU","The Scientist","The Scientist","Coldplay",2002-08-05,311426,54,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2019-07-28T16:02:50Z,"permanent wave,pop",0.572,0.419,5,-7.991,1,0.024,0.737,0.000015,0.11,0.209,146.409,4
2FX5HPP1FNNuLlt2UU9os7,"1I5eQkzyM8jCVZIM3k2bKL","Umbrella","Umbrella","Ember Island",2017-07-21,237793,67,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-08T21:20:38Z,"swedish electropop",0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,4
4l0Mvzj72xxOpRrp6h8nHi,"0C8ZW7ezQVs4URX5aX7Kqx","Lose You To Love Me","Rare","Selena Gomez",2020-01-10,206458,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-02T08:07:21Z,"pop,post-teen pop",0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,4
4BpndTKEqpLgntffipC53q,"1h6Cn3P4NGzXbaXidqURXs,2auikkNYqigWStoHWK1Grq","Don't You Worry Child - Acoustic Version","Don't You Worry Child","Swedish House Mafia,John Martin",2012-09-14,257923,58,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-10T00:04:27Z,"edm,pop dance,progressive electro house,pop edm",0.554,0.792,11,-8.166,0,0.0309,0.406,0.000665,0.315,0.537,102.042,4
3f3omU8n47Mqyab5nCaGyT,"3BmGtnKgCSGYIUhmivXKWX","Because of You","Breakaway","Kelly Clarkson",2004-01-17,219493,71,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-11T18:09:20Z,"dance pop,pop,talent show",0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,4
5fVZC9GiM4e8vu99W0Xf6J,"0zOcE3mg9nS6l3yxt1Y0bK","How to Save a Life","How To Save A Life","The Fray",2005-09-13,262533,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-14T19:34:14Z,"neo mellow,piano rock,pop,pop rock",0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,4
2Ms33RTRCT6gArrpcrPxmo,"2HcwFjNelS49kFbfvMxQYw","Feel","Escapology","Robbie Williams",2002,263866,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-20T21:35:37Z,"dance rock,europop",0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,4
1XpYodsD36XN7ygcdF7mJJ,"6eUKZXaKkcviH0Ku9w2n3V","The A Team","+","Ed Sheeran",2011-09-09,258373,70,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-09T15:42:55Z,"pop,singer-songwriter pop,uk pop",0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,4
3dYD57lRAUcMHufyqn9GcI,"2FXC3k01G6Gw61bmprjgqS","Take Me To Church","Hozier","Hozier",2014-07-20,241688,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-19T13:26:16Z,"irish singer-songwriter,modern rock,pov: indie",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
09mEdoA6zrmBPgTEN5qXmN,"1Xyo4u8uXC1ZmMpatF05PJ","Call Out My Name","My Dear Melancholy,","The Weeknd",2018-03-30,228373,88,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:09:33Z,"canadian contemporary r&b,canadian pop,pop",0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,3
0Et38GvsdAGZEG13RM4lTC,"4ajwZoNnNNEVkpwdM1as3f","Body On Mine","Body On Mine","Dauble",2023-11-10,192017,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T09:56:08Z,"",0.622,0.492,7,-12.281,0,0.0508,0.555,0,0.0853,0.495,109.994,4
3yWF3DqFBNLvf7s4C7mKUm,"4RzbexUO843fc5SLqKEQCr","Renegade","Renegade","Aaryan Shah",2018-03-02,222576,16,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-08T20:28:55Z,"dark r&b",0.551,0.561,9,-10.408,0,0.0559,0.509,0.367,0.369,0.207,103.118,4
26XaOsDMbl0e1cVKYfkz6w,"7uaIm6Pw7xplS8Dy06V6pT","Falling","Falling","Trevor Daniel",2018-10-05,159381,73,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-03T16:10:59Z,"melodic rap",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,4
4Of7rzpRpV1mWRbhp5rAqG,"4GNC7GD6oZMSxPGyXy4MNB","Bruises","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,220492,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-09-01T15:23:51Z,"pop,uk pop",0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,4
2sYFi9xVSZ56WHKSY2fN1K,"22QkuOmdRnasuuVgUjhrVw","So Far Away - Acoustic","So Far Away (Acoustic)","Adam Christopher",2017-12-08,171543,52,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-02T13:06:32Z,"acoustic cover",0.576,0.331,6,-9.389,0,0.0306,0.894,0.0000344,0.129,0.407,149.02,4
0ecC8p17cDNlxHXkuYqeR6,"2WxjxdeF7GGdcCK276qViY","Surrender","Surrender","Natalie Taylor",2019-10-29,183103,74,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-09T15:44:57Z,"",0.39,0.448,5,-8.57,0,0.0276,0.8,0.182,0.107,0.077,144.89,5
5qaEfEh1AtSdrdrByCP7qR,"53XhwfbYqKCa1cC15pYq2q","Demons","Night Visions","Imagine Dragons",2012-09-04,177506,87,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:09:48Z,"modern rock,pop,rock",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4
0qvzXomUDJVaUboy2wMfiS,"1Hsdzj7Dlq2I7tHP7501T4","This Town","Flicker (Deluxe)","Niall Horan",2017-10-20,232852,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-11T18:11:56Z,"pop",0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,4
3EPXxR3ImUwfayaurPi3cm,"3QSQFmccmX81fWCUSPTS7y","Be Alright","Be Alright","Dean Lewis",2018-06-29,196373,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-25T07:48:27Z,"australian pop,pop",0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
5JX11rWObF2DpfNQRw8tCD,"2TL8gYTNgD6nXkyuUdDrMg","Mad World","Mad World","Jasmine Thompson",2017-02-17,189621,55,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-14T23:17:39Z,"viral pop",0.373,0.17,7,-10.911,1,0.0373,0.964,0,0.0858,0.221,172.241,4
6Up545NUflOiXo8cEraH49,"40LHVA5BTQp9RxHOQ9JPYj","You Say","Look Up Child","Lauren Daigle",2018-09-07,274693,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-14T19:33:23Z,"ccm,christian alternative rock,christian music",0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,4
50kpGaPAhYJ3sGmk6vplg0,"1uNFoZAHBGtllmzznpCI3s","Love Yourself","Purpose (Deluxe)","Justin Bieber",2015-11-13,233720,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-25T07:48:27Z,"canadian pop,pop",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4
6O5TrlFWTYvznd9fMC0VvU,"4dpARuHxo51G3z768sgnrY","When We Were Young","25","Adele",2015-11-20,290900,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-26T22:33:39Z,"british soul,pop,pop soul,uk pop",0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,4
4G92yYrUs0cvY7G41YRI0z,"2feDdbD5araYcm6JhFHHw7","Jealous","Jealous - EP","Labrinth",2014-11-23,287693,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:37:59Z,"indie poptimism,pop",0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,3
7LAmsNJpBaNvNg7VZPXxSv,"3kft86DbqCNr7rjq3pEj0G","As the World Caves In","As the World Caves In","Sarah Cothran",2021-06-10,161612,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-10T10:50:51Z,"gen z singer-songwriter",0.372,0.255,7,-6.834,1,0.0344,0.436,0,0.33,0.254,114.402,1
4lLtanYk6tkMvooU0tWzG8,"0du5cEVh5yTK9QJze8zA0C","Grenade","Doo-Wops & Hooligans","Bruno Mars",2010-10-05,222091,82,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-10-18T18:23:42Z,"dance pop,pop",0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
6m4Fy8YP1As0EL41IikOXj,"6ODecvLJff6icpw3FxCVrQ","In Another Life","In Another Life","Tate Yap",2023-10-02,224016,35,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-20T17:52:42Z,"",0.487,0.203,3,-10.468,1,0.0434,0.86,0,0.11,0.201,129.869,4
1mKXFLRA179hdOWQBwUk9e,"1KCSPY1glIKqW2TotWuXOR,1qUjOF5fzrpoNycD36b2jZ","Just Give Me a Reason (feat. Nate Ruess)","The Truth About Love","P!nk,Nate Ruess",2012-09-18,242733,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-04T15:50:52Z,"dance pop,pop,modern rock",0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4
1SKPmfSYaPsETbRHaiA18G,"53A0W3U0s8diEn9RhXQhVz","Somewhere Only We Know","Hopes And Fears","Keane",2004-05-10,237146,88,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-08-21T22:52:02Z,"neo mellow,piano rock,pop rock",0.448,0.665,9,-4.203,1,0.026,0.06,0.0000255,0.0828,0.304,172.004,4
33LC84JgLvK2KuW43MfaNq,"4S9EykWXhStSc15wEx8QFK","My Heart Will Go On - Love Theme from Titanic","Let's Talk About Love","Céline Dion",1997-11-14,280000,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-08-17T11:37:00Z,"canadian pop",0.428,0.276,4,-11.729,1,0.0312,0.732,0.00000533,0.117,0.0382,99.195,1
7woW97CfcWaKtuC6W5BP2K,"3fMbdgg4jU18AjLCKBhRSm","Heal the World","Dangerous","Michael Jackson",1991-11-13,384306,71,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-02T08:06:54Z,"r&b,soul",0.545,0.485,9,-8.045,1,0.0485,0.537,0.0000018,0.104,0.101,80.948,4
1HNkqx9Ahdgi1Ixy2xkKkL,"6eUKZXaKkcviH0Ku9w2n3V","Photograph","x (Deluxe Edition)","Ed Sheeran",2014-06-21,258986,87,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-10T12:13:37Z,"pop,singer-songwriter pop,uk pop",0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4
7DFNE7NO0raLIUbgzY2rzm,"0gadJ2b9A4SKsB1RFkBb66","Let Her Go","All The Little Lights","Passenger",2012-11-05,252866,36,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-21T08:53:37Z,"folk-pop,neo mellow",0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
7LVHVU3tWfcxj5aiPFEW4Q,"4gzpq5DPGxSnKTe4SA8HAU","Fix You","X&Y","Coldplay",2005-06-07,295533,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:38:05Z,"permanent wave,pop",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
